ROW NUMBER=20000 (cgs units)
Nr=100
Nz=200
r[cm],z/r,z[cm],n_H[cm**-3],Tgas[K],tauv_star,tauv_zup,tauv_zdn,dtauv_z,Tdust[K]
 5.271E+11, 9.914E-01, 5.226E+11, 5.199E-277, 1.660E+03, 1.000E-300, 7.690E-289, 6.536E+04, 2.403E-290, 1.305E+03
 5.271E+11, 9.973E-01, 5.257E+11, 5.199E-277, 1.660E+03, 1.000E-300, 7.449E-289, 6.536E+04, 2.403E-290, 1.305E+03
 5.271E+11, 1.003E+00, 5.288E+11, 5.199E-277, 1.658E+03, 1.000E-300, 7.209E-289, 6.536E+04, 2.403E-290, 1.302E+03
 5.271E+11, 1.009E+00, 5.319E+11, 5.199E-277, 1.658E+03, 1.000E-300, 6.969E-289, 6.536E+04, 2.403E-290, 1.302E+03
 5.271E+11, 1.015E+00, 5.350E+11, 5.199E-277, 1.635E+03, 1.000E-300, 6.728E-289, 6.536E+04, 2.403E-290, 1.280E+03
 5.271E+11, 1.021E+00, 5.381E+11, 5.199E-277, 1.635E+03, 1.000E-300, 6.488E-289, 6.536E+04, 2.403E-290, 1.280E+03
 5.271E+11, 1.027E+00, 5.412E+11, 5.199E-277, 1.630E+03, 1.000E-300, 6.248E-289, 6.536E+04, 2.403E-290, 1.275E+03
 5.271E+11, 1.033E+00, 5.443E+11, 5.199E-277, 1.630E+03, 1.000E-300, 6.008E-289, 6.536E+04, 2.403E-290, 1.275E+03
 5.271E+11, 1.039E+00, 5.474E+11, 5.199E-277, 1.625E+03, 1.000E-300, 5.767E-289, 6.536E+04, 2.403E-290, 1.269E+03
 5.271E+11, 1.044E+00, 5.505E+11, 5.199E-277, 1.625E+03, 1.000E-300, 5.527E-289, 6.536E+04, 2.403E-290, 1.269E+03
 5.271E+11, 1.050E+00, 5.536E+11, 5.199E-277, 1.619E+03, 1.000E-300, 5.287E-289, 6.536E+04, 2.403E-290, 1.264E+03
 5.271E+11, 1.056E+00, 5.567E+11, 5.199E-277, 1.619E+03, 1.000E-300, 5.046E-289, 6.536E+04, 2.403E-290, 1.264E+03
 5.271E+11, 1.062E+00, 5.598E+11, 5.199E-277, 1.595E+03, 1.000E-300, 4.806E-289, 6.536E+04, 2.403E-290, 1.240E+03
 5.271E+11, 1.068E+00, 5.629E+11, 5.199E-277, 1.589E+03, 1.000E-300, 4.566E-289, 6.536E+04, 2.403E-290, 1.232E+03
 5.271E+11, 1.074E+00, 5.660E+11, 5.199E-277, 1.589E+03, 1.000E-300, 4.325E-289, 6.536E+04, 2.403E-290, 1.232E+03
 5.271E+11, 1.080E+00, 5.691E+11, 5.199E-277, 1.589E+03, 1.000E-300, 4.085E-289, 6.536E+04, 2.403E-290, 1.232E+03
 5.271E+11, 1.086E+00, 5.722E+11, 5.199E-277, 1.581E+03, 1.000E-300, 3.845E-289, 6.536E+04, 2.403E-290, 1.224E+03
 5.271E+11, 1.092E+00, 5.754E+11, 5.199E-277, 1.581E+03, 1.000E-300, 3.605E-289, 6.536E+04, 2.403E-290, 1.224E+03
 5.271E+11, 1.097E+00, 5.785E+11, 5.199E-277, 1.573E+03, 1.000E-300, 3.364E-289, 6.536E+04, 2.403E-290, 1.217E+03
 5.271E+11, 1.103E+00, 5.816E+11, 5.199E-277, 1.573E+03, 1.000E-300, 3.124E-289, 6.536E+04, 2.403E-290, 1.217E+03
 5.271E+11, 1.109E+00, 5.847E+11, 5.199E-277, 1.550E+03, 1.000E-300, 2.884E-289, 6.536E+04, 2.403E-290, 1.194E+03
 5.271E+11, 1.115E+00, 5.878E+11, 5.199E-277, 1.550E+03, 1.000E-300, 2.643E-289, 6.536E+04, 2.403E-290, 1.194E+03
 5.271E+11, 1.121E+00, 5.909E+11, 5.199E-277, 1.540E+03, 1.000E-300, 2.403E-289, 6.536E+04, 2.403E-290, 1.185E+03
 5.271E+11, 1.127E+00, 5.940E+11, 5.199E-277, 1.540E+03, 1.000E-300, 2.163E-289, 6.536E+04, 2.403E-290, 1.185E+03
 5.271E+11, 1.133E+00, 5.971E+11, 5.199E-277, 1.530E+03, 1.000E-300, 1.922E-289, 6.536E+04, 2.403E-290, 1.177E+03
 5.271E+11, 1.139E+00, 6.002E+11, 5.199E-277, 1.530E+03, 1.000E-300, 1.682E-289, 6.536E+04, 2.403E-290, 1.177E+03
 5.271E+11, 1.145E+00, 6.033E+11, 5.199E-277, 1.507E+03, 1.000E-300, 1.442E-289, 6.536E+04, 2.403E-290, 1.155E+03
 5.271E+11, 1.150E+00, 6.064E+11, 5.199E-277, 1.507E+03, 1.000E-300, 1.202E-289, 6.536E+04, 2.403E-290, 1.155E+03
 5.271E+11, 1.156E+00, 6.095E+11, 5.199E-277, 1.497E+03, 1.000E-300, 9.612E-290, 6.536E+04, 2.403E-290, 1.145E+03
 5.271E+11, 1.162E+00, 6.126E+11, 5.199E-277, 1.497E+03, 1.000E-300, 7.209E-290, 6.536E+04, 2.403E-290, 1.145E+03
 5.271E+11, 1.168E+00, 6.157E+11, 5.199E-277, 1.486E+03, 1.000E-300, 4.806E-290, 6.536E+04, 2.403E-290, 1.136E+03
 5.271E+11, 1.174E+00, 6.188E+11, 5.199E-277, 1.486E+03, 1.000E-300, 2.403E-290, 6.536E+04, 2.403E-290, 1.136E+03
 5.806E+11, 1.600E-03, 9.290E+08, 1.270E+17, 1.144E+03, 2.401E+05, 2.927E+04, 3.573E+04, 6.465E+03, 1.144E+03
 5.806E+11, 7.492E-03, 4.350E+09, 1.165E+17, 1.187E+03, 2.262E+05, 2.280E+04, 4.166E+04, 5.930E+03, 1.187E+03
 5.806E+11, 1.338E-02, 7.771E+09, 1.019E+17, 1.193E+03, 1.929E+05, 1.687E+04, 4.685E+04, 5.188E+03, 1.193E+03
 5.806E+11, 1.928E-02, 1.119E+10, 8.022E+16, 1.157E+03, 1.530E+05, 1.168E+04, 5.094E+04, 4.085E+03, 1.158E+03
 5.806E+11, 2.517E-02, 1.461E+10, 5.889E+16, 1.102E+03, 1.119E+05, 7.599E+03, 5.393E+04, 2.999E+03, 1.102E+03
 5.806E+11, 3.106E-02, 1.803E+10, 3.994E+16, 1.120E+03, 7.759E+04, 4.601E+03, 5.597E+04, 2.034E+03, 1.120E+03
 5.806E+11, 3.695E-02, 2.146E+10, 2.442E+16, 1.094E+03, 4.601E+04, 2.567E+03, 5.721E+04, 1.244E+03, 1.094E+03
 5.806E+11, 4.284E-02, 2.488E+10, 1.368E+16, 1.090E+03, 2.567E+04, 1.323E+03, 5.791E+04, 6.967E+02, 1.090E+03
 5.806E+11, 4.873E-02, 2.830E+10, 6.842E+15, 1.062E+03, 1.315E+04, 6.267E+02, 5.826E+04, 3.484E+02, 1.062E+03
 5.806E+11, 5.463E-02, 3.172E+10, 3.161E+15, 1.026E+03, 6.015E+03, 2.783E+02, 5.842E+04, 1.609E+02, 1.026E+03
 5.806E+11, 6.052E-02, 3.514E+10, 1.525E+15, 1.061E+03, 2.872E+03, 1.174E+02, 5.850E+04, 7.764E+01, 1.061E+03
 5.806E+11, 6.641E-02, 3.856E+10, 5.177E+14, 1.061E+03, 9.428E+02, 3.972E+01, 5.852E+04, 2.636E+01, 1.062E+03
 5.806E+11, 7.230E-02, 4.198E+10, 1.837E+14, 1.051E+03, 3.372E+02, 1.336E+01, 5.853E+04, 9.353E+00, 1.051E+03
 5.806E+11, 7.819E-02, 4.540E+10, 5.708E+13, 1.082E+03, 1.039E+02, 4.009E+00, 5.853E+04, 2.906E+00, 1.068E+03
 5.806E+11, 8.408E-02, 4.882E+10, 1.583E+13, 1.229E+03, 2.914E+01, 1.103E+00, 5.854E+04, 8.061E-01, 1.146E+03
 5.806E+11, 8.998E-02, 5.224E+10, 4.299E+12, 1.525E+03, 7.806E+00, 2.966E-01, 5.854E+04, 2.189E-01, 1.325E+03
 5.806E+11, 9.587E-02, 5.567E+10, 1.143E+12, 1.718E+03, 1.938E+00, 7.769E-02, 5.854E+04, 5.820E-02, 1.460E+03
 5.806E+11, 1.018E-01, 5.909E+10, 2.899E+11, 1.843E+03, 5.519E-01, 1.950E-02, 5.854E+04, 1.476E-02, 1.555E+03
 5.806E+11, 1.077E-01, 6.251E+10, 7.484E+10, 1.923E+03, 1.379E-01, 4.736E-03, 5.854E+04, 3.811E-03, 1.622E+03
 5.806E+11, 1.135E-01, 6.593E+10, 1.406E+10, 1.964E+03, 2.611E-02, 9.253E-04, 5.854E+04, 7.160E-04, 1.653E+03
 5.806E+11, 1.194E-01, 6.935E+10, 3.121E+09, 1.993E+03, 5.619E-03, 2.093E-04, 5.854E+04, 1.589E-04, 1.674E+03
 5.806E+11, 1.253E-01, 7.277E+10, 8.359E+08, 2.000E+03, 1.490E-03, 5.037E-05, 5.854E+04, 4.256E-05, 1.679E+03
 5.806E+11, 1.312E-01, 7.619E+10, 1.200E+08, 2.002E+03, 2.106E-04, 7.805E-06, 5.854E+04, 6.111E-06, 1.680E+03
 5.806E+11, 1.371E-01, 7.961E+10, 2.808E+07, 2.002E+03, 4.951E-05, 1.694E-06, 5.854E+04, 1.430E-06, 1.677E+03
 5.806E+11, 1.430E-01, 8.303E+10, 4.580E+06, 1.999E+03, 7.948E-06, 2.641E-07, 5.854E+04, 2.332E-07, 1.675E+03
 5.806E+11, 1.489E-01, 8.645E+10, 4.983E+05, 1.999E+03, 8.483E-07, 3.092E-08, 5.854E+04, 2.537E-08, 1.674E+03
 5.806E+11, 1.548E-01, 8.988E+10, 9.557E+04, 1.998E+03, 1.602E-07, 5.548E-09, 5.854E+04, 4.866E-09, 1.673E+03
 5.806E+11, 1.607E-01, 9.330E+10, 1.222E+04, 1.994E+03, 2.012E-08, 6.815E-10, 5.854E+04, 6.221E-10, 1.668E+03
 5.806E+11, 1.666E-01, 9.672E+10, 9.985E+02, 1.992E+03, 1.586E-09, 5.939E-11, 5.854E+04, 5.084E-11, 1.666E+03
 5.806E+11, 1.725E-01, 1.001E+11, 1.559E+02, 1.990E+03, 2.442E-10, 8.550E-12, 5.854E+04, 7.941E-12, 1.663E+03
 5.806E+11, 1.784E-01, 1.036E+11, 1.043E+01, 1.995E+03, 1.597E-11, 6.095E-13, 5.854E+04, 5.309E-13, 1.665E+03
 5.806E+11, 1.842E-01, 1.070E+11, 1.415E+00, 1.994E+03, 2.115E-12, 7.858E-14, 5.854E+04, 7.204E-14, 1.663E+03
 5.806E+11, 1.901E-01, 1.104E+11, 1.187E-01, 1.986E+03, 1.721E-13, 6.541E-15, 5.854E+04, 6.042E-15, 1.656E+03
 5.806E+11, 1.960E-01, 1.138E+11, 9.136E-03, 1.986E+03, 1.286E-14, 4.991E-16, 5.854E+04, 4.652E-16, 1.655E+03
 5.806E+11, 2.019E-01, 1.172E+11, 6.425E-04, 1.987E+03, 8.783E-16, 3.391E-17, 5.854E+04, 3.271E-17, 1.655E+03
 5.806E+11, 2.078E-01, 1.207E+11, 2.135E-05, 1.963E+03, 3.048E-17, 1.194E-18, 5.854E+04, 1.087E-18, 1.628E+03
 5.806E+11, 2.137E-01, 1.241E+11, 2.028E-06, 1.961E+03, 2.817E-18, 1.071E-19, 5.854E+04, 1.033E-19, 1.626E+03
 5.806E+11, 2.196E-01, 1.275E+11, 7.144E-08, 1.964E+03, 8.761E-20, 3.810E-21, 5.854E+04, 3.637E-21, 1.626E+03
 5.806E+11, 2.255E-01, 1.309E+11, 3.253E-09, 1.962E+03, 4.237E-21, 1.724E-22, 5.854E+04, 1.656E-22, 1.625E+03
 5.806E+11, 2.314E-01, 1.343E+11, 1.242E-10, 1.959E+03, 1.578E-22, 6.828E-24, 5.854E+04, 6.322E-24, 1.622E+03
 5.806E+11, 2.373E-01, 1.378E+11, 9.549E-12, 1.957E+03, 1.195E-23, 5.060E-25, 5.854E+04, 4.862E-25, 1.621E+03
 5.806E+11, 2.432E-01, 1.412E+11, 3.750E-13, 1.957E+03, 4.560E-25, 1.972E-26, 5.854E+04, 1.909E-26, 1.620E+03
 5.806E+11, 2.491E-01, 1.446E+11, 1.189E-14, 1.956E+03, 1.416E-26, 6.236E-28, 5.854E+04, 6.052E-28, 1.619E+03
 5.806E+11, 2.549E-01, 1.480E+11, 3.520E-16, 1.956E+03, 4.116E-28, 1.837E-29, 5.854E+04, 1.792E-29, 1.617E+03
 5.806E+11, 2.608E-01, 1.515E+11, 8.489E-18, 1.953E+03, 9.751E-30, 4.437E-31, 5.854E+04, 4.322E-31, 1.615E+03
 5.806E+11, 2.667E-01, 1.549E+11, 2.202E-19, 1.951E+03, 2.483E-31, 1.145E-32, 5.854E+04, 1.121E-32, 1.613E+03
 5.806E+11, 2.726E-01, 1.583E+11, 4.643E-21, 1.951E+03, 5.145E-33, 2.411E-34, 5.854E+04, 2.364E-34, 1.612E+03
 5.806E+11, 2.785E-01, 1.617E+11, 9.061E-23, 1.950E+03, 9.850E-35, 4.693E-36, 5.854E+04, 4.614E-36, 1.611E+03
 5.806E+11, 2.844E-01, 1.651E+11, 1.546E-24, 1.948E+03, 1.658E-36, 7.998E-38, 5.854E+04, 7.871E-38, 1.609E+03
 5.806E+11, 2.903E-01, 1.686E+11, 2.432E-26, 1.947E+03, 2.568E-38, 1.268E-39, 5.854E+04, 1.238E-39, 1.608E+03
 5.806E+11, 2.962E-01, 1.720E+11, 5.689E-28, 1.927E+03, 6.067E-40, 2.922E-41, 5.854E+04, 2.897E-41, 1.586E+03
 5.806E+11, 3.021E-01, 1.754E+11, 4.924E-30, 1.926E+03, 5.186E-42, 2.532E-43, 5.854E+04, 2.507E-43, 1.584E+03
 5.806E+11, 3.080E-01, 1.788E+11, 4.903E-32, 1.926E+03, 5.121E-44, 2.524E-45, 5.854E+04, 2.497E-45, 1.582E+03
 5.806E+11, 3.139E-01, 1.822E+11, 5.323E-34, 1.925E+03, 5.507E-46, 2.731E-47, 5.854E+04, 2.710E-47, 1.581E+03
 5.806E+11, 3.198E-01, 1.857E+11, 4.114E-36, 1.923E+03, 4.231E-48, 2.112E-49, 5.854E+04, 2.095E-49, 1.580E+03
 5.806E+11, 3.256E-01, 1.891E+11, 3.432E-38, 1.921E+03, 3.508E-50, 1.752E-51, 5.854E+04, 1.747E-51, 1.578E+03
 5.806E+11, 3.315E-01, 1.925E+11, 9.294E-41, 1.921E+03, 9.471E-53, 4.744E-54, 5.854E+04, 4.732E-54, 1.577E+03
 5.806E+11, 3.374E-01, 1.959E+11, 2.314E-43, 1.920E+03, 2.428E-55, 1.183E-56, 5.854E+04, 1.178E-56, 1.576E+03
 5.806E+11, 3.433E-01, 1.993E+11, 1.026E-45, 1.920E+03, 1.036E-57, 5.251E-59, 5.854E+04, 5.225E-59, 1.575E+03
 5.806E+11, 3.492E-01, 2.028E+11, 4.914E-48, 1.918E+03, 4.936E-60, 2.511E-61, 5.854E+04, 2.502E-61, 1.573E+03
 5.806E+11, 3.551E-01, 2.062E+11, 1.808E-50, 1.918E+03, 1.801E-62, 9.219E-64, 5.854E+04, 9.206E-64, 1.572E+03
 5.806E+11, 3.610E-01, 2.096E+11, 2.461E-53, 1.917E+03, 2.653E-65, 1.261E-66, 5.854E+04, 1.253E-66, 1.570E+03
 5.806E+11, 3.669E-01, 2.130E+11, 1.466E-55, 1.897E+03, 1.486E-67, 7.468E-69, 5.854E+04, 7.465E-69, 1.549E+03
 5.806E+11, 3.728E-01, 2.165E+11, 6.648E-59, 1.896E+03, 6.771E-71, 3.392E-72, 5.854E+04, 3.385E-72, 1.547E+03
 5.806E+11, 3.787E-01, 2.199E+11, 1.263E-61, 1.892E+03, 1.284E-73, 6.444E-75, 5.854E+04, 6.432E-75, 1.545E+03
 5.806E+11, 3.846E-01, 2.233E+11, 2.271E-64, 1.889E+03, 2.305E-76, 1.159E-77, 5.854E+04, 1.156E-77, 1.543E+03
 5.806E+11, 3.905E-01, 2.267E+11, 2.988E-67, 1.889E+03, 3.028E-79, 3.045E-80, 5.854E+04, 1.521E-80, 1.542E+03
 5.806E+11, 3.963E-01, 2.301E+11, 2.988E-67, 1.889E+03, 3.028E-79, 1.523E-80, 5.854E+04, 1.521E-80, 1.542E+03
 5.806E+11, 4.022E-01, 2.336E+11, 4.169E-70, 1.889E+03, 4.220E-82, 2.124E-83, 5.854E+04, 2.123E-83, 1.541E+03
 5.806E+11, 4.081E-01, 2.370E+11, 1.275E-73, 1.888E+03, 1.290E-85, 6.495E-87, 5.854E+04, 6.493E-87, 1.540E+03
 5.806E+11, 4.140E-01, 2.404E+11, 3.699E-77, 1.886E+03, 3.740E-89, 1.884E-90, 5.854E+04, 1.883E-90, 1.538E+03
 5.806E+11, 4.199E-01, 2.438E+11, 2.168E-81, 1.884E+03, 2.217E-93, 1.104E-94, 5.854E+04, 1.104E-94, 1.537E+03
 5.806E+11, 4.258E-01, 2.472E+11, 1.397E-85, 1.883E+03, 1.441E-97, 7.124E-99, 5.854E+04, 7.113E-99, 1.536E+03
 5.806E+11, 4.317E-01, 2.507E+11, 2.175E-88, 1.865E+03, 2.270E-100, 1.108E-101, 5.854E+04, 1.108E-101, 1.517E+03
 5.806E+11, 4.376E-01, 2.541E+11, 2.128E-92, 1.864E+03, 2.221E-104, 1.084E-105, 5.854E+04, 1.083E-105, 1.516E+03
 5.806E+11, 4.435E-01, 2.575E+11, 5.062E-96, 1.862E+03, 5.247E-108, 2.579E-109, 5.854E+04, 2.578E-109, 1.514E+03
 5.806E+11, 4.494E-01, 2.609E+11, 1.578E-99, 1.860E+03, 1.636E-111, 1.607E-112, 5.854E+04, 8.037E-113, 1.512E+03
 5.806E+11, 4.553E-01, 2.643E+11, 1.578E-99, 1.860E+03, 1.636E-111, 8.037E-113, 5.854E+04, 8.037E-113, 1.512E+03
 5.806E+11, 4.612E-01, 2.678E+11, 2.535E-104, 1.858E+03, 2.626E-116, 1.291E-117, 5.854E+04, 1.291E-117, 1.511E+03
 5.806E+11, 4.670E-01, 2.712E+11, 2.601E-108, 1.856E+03, 2.690E-120, 1.325E-121, 5.854E+04, 1.325E-121, 1.510E+03
 5.806E+11, 4.729E-01, 2.746E+11, 1.186E-113, 1.856E+03, 1.982E-125, 6.038E-127, 5.854E+04, 6.038E-127, 1.508E+03
 5.806E+11, 4.788E-01, 2.780E+11, 7.885E-119, 1.854E+03, 1.318E-130, 4.015E-132, 5.854E+04, 4.015E-132, 1.507E+03
 5.806E+11, 4.847E-01, 2.815E+11, 1.049E-123, 1.853E+03, 1.754E-135, 5.344E-137, 5.854E+04, 5.342E-137, 1.504E+03
 5.806E+11, 4.906E-01, 2.849E+11, 3.923E-127, 1.834E+03, 4.534E-139, 1.998E-140, 5.854E+04, 1.998E-140, 1.484E+03
 5.806E+11, 4.965E-01, 2.883E+11, 2.428E-132, 1.833E+03, 3.835E-144, 2.472E-145, 5.854E+04, 1.236E-145, 1.484E+03
 5.806E+11, 5.024E-01, 2.917E+11, 2.428E-132, 1.833E+03, 3.835E-144, 1.236E-145, 5.854E+04, 1.236E-145, 1.484E+03
 5.806E+11, 5.083E-01, 2.951E+11, 1.629E-137, 1.832E+03, 2.575E-149, 8.296E-151, 5.854E+04, 8.296E-151, 1.483E+03
 5.806E+11, 5.142E-01, 2.986E+11, 7.777E-144, 1.831E+03, 1.248E-155, 3.960E-157, 5.854E+04, 3.960E-157, 1.482E+03
 5.806E+11, 5.201E-01, 3.020E+11, 3.407E-150, 1.829E+03, 8.328E-162, 1.735E-163, 5.854E+04, 1.735E-163, 1.481E+03
 5.806E+11, 5.260E-01, 3.054E+11, 4.546E-156, 1.827E+03, 1.104E-167, 2.315E-169, 5.854E+04, 2.315E-169, 1.479E+03
 5.806E+11, 5.319E-01, 3.088E+11, 5.520E-162, 1.825E+03, 1.376E-173, 5.622E-175, 5.854E+04, 2.811E-175, 1.477E+03
 5.806E+11, 5.377E-01, 3.122E+11, 5.520E-162, 1.825E+03, 1.376E-173, 2.811E-175, 5.854E+04, 2.811E-175, 1.477E+03
 5.806E+11, 5.436E-01, 3.157E+11, 3.289E-166, 1.809E+03, 4.011E-178, 1.675E-179, 5.854E+04, 1.675E-179, 1.459E+03
 5.806E+11, 5.495E-01, 3.191E+11, 1.912E-172, 1.808E+03, 3.019E-184, 9.734E-186, 5.854E+04, 9.734E-186, 1.457E+03
 5.806E+11, 5.554E-01, 3.225E+11, 4.083E-181, 1.807E+03, 4.079E-191, 2.079E-194, 5.854E+04, 2.079E-194, 1.456E+03
 5.806E+11, 5.613E-01, 3.259E+11, 1.589E-188, 1.805E+03, 9.787E-198, 8.092E-202, 5.854E+04, 8.092E-202, 1.454E+03
 5.806E+11, 5.672E-01, 3.293E+11, 3.976E-197, 1.804E+03, 2.882E-206, 4.049E-210, 5.854E+04, 2.025E-210, 1.453E+03
 5.806E+11, 5.731E-01, 3.328E+11, 3.976E-197, 1.804E+03, 2.882E-206, 2.025E-210, 5.854E+04, 2.025E-210, 1.453E+03
 5.806E+11, 5.790E-01, 3.362E+11, 2.657E-204, 1.802E+03, 2.426E-213, 1.353E-217, 5.854E+04, 1.353E-217, 1.452E+03
 5.806E+11, 5.849E-01, 3.396E+11, 4.537E-213, 1.800E+03, 6.604E-221, 2.310E-226, 5.854E+04, 2.310E-226, 1.450E+03
 5.806E+11, 5.908E-01, 3.430E+11, 1.247E-218, 1.782E+03, 2.513E-228, 6.348E-232, 5.854E+04, 6.348E-232, 1.433E+03
 5.806E+11, 5.967E-01, 3.465E+11, 2.879E-229, 1.781E+03, 1.864E-236, 2.932E-242, 5.854E+04, 1.466E-242, 1.432E+03
 5.806E+11, 6.026E-01, 3.499E+11, 2.879E-229, 1.781E+03, 1.864E-236, 1.466E-242, 5.854E+04, 1.466E-242, 1.432E+03
 5.806E+11, 6.084E-01, 3.533E+11, 1.280E-239, 1.781E+03, 9.283E-245, 6.518E-253, 5.854E+04, 6.518E-253, 1.432E+03
 5.806E+11, 6.143E-01, 3.567E+11, 2.447E-248, 1.780E+03, 2.601E-253, 1.246E-261, 5.854E+04, 1.246E-261, 1.430E+03
 5.806E+11, 6.202E-01, 3.601E+11, 3.300E-257, 1.778E+03, 7.286E-262, 3.361E-270, 5.854E+04, 1.680E-270, 1.429E+03
 5.806E+11, 6.261E-01, 3.636E+11, 3.300E-257, 1.778E+03, 7.286E-262, 1.680E-270, 5.854E+04, 1.680E-270, 1.429E+03
 5.806E+11, 6.320E-01, 3.670E+11, 4.249E-268, 1.777E+03, 5.082E-271, 2.164E-281, 5.854E+04, 2.164E-281, 1.428E+03
 5.806E+11, 6.379E-01, 3.704E+11, 5.199E-277, 1.776E+03, 3.545E-280, 2.509E-288, 5.854E+04, 2.647E-290, 1.427E+03
 5.806E+11, 6.438E-01, 3.738E+11, 1.966E-276, 1.760E+03, 5.611E-290, 2.483E-288, 5.854E+04, 1.001E-289, 1.411E+03
 5.806E+11, 6.497E-01, 3.772E+11, 5.199E-277, 1.759E+03, 8.882E-300, 2.382E-288, 5.854E+04, 2.647E-290, 1.410E+03
 5.806E+11, 6.556E-01, 3.807E+11, 5.199E-277, 1.759E+03, 8.882E-300, 2.356E-288, 5.854E+04, 2.647E-290, 1.410E+03
 5.806E+11, 6.615E-01, 3.841E+11, 5.199E-277, 1.757E+03, 2.980E-300, 2.330E-288, 5.854E+04, 2.647E-290, 1.408E+03
 5.806E+11, 6.674E-01, 3.875E+11, 5.199E-277, 1.754E+03, 1.000E-300, 2.303E-288, 5.854E+04, 2.647E-290, 1.405E+03
 5.806E+11, 6.733E-01, 3.909E+11, 5.199E-277, 1.754E+03, 1.000E-300, 2.277E-288, 5.854E+04, 2.647E-290, 1.405E+03
 5.806E+11, 6.791E-01, 3.943E+11, 5.199E-277, 1.754E+03, 1.000E-300, 2.250E-288, 5.854E+04, 2.647E-290, 1.404E+03
 5.806E+11, 6.850E-01, 3.978E+11, 5.199E-277, 1.738E+03, 1.000E-300, 2.224E-288, 5.854E+04, 2.647E-290, 1.388E+03
 5.806E+11, 6.909E-01, 4.012E+11, 5.199E-277, 1.737E+03, 1.000E-300, 2.197E-288, 5.854E+04, 2.647E-290, 1.387E+03
 5.806E+11, 6.968E-01, 4.046E+11, 5.199E-277, 1.737E+03, 1.000E-300, 2.171E-288, 5.854E+04, 2.647E-290, 1.387E+03
 5.806E+11, 7.027E-01, 4.080E+11, 5.199E-277, 1.734E+03, 1.000E-300, 2.144E-288, 5.854E+04, 2.647E-290, 1.386E+03
 5.806E+11, 7.086E-01, 4.115E+11, 5.199E-277, 1.734E+03, 1.000E-300, 2.118E-288, 5.854E+04, 2.647E-290, 1.385E+03
 5.806E+11, 7.145E-01, 4.149E+11, 5.199E-277, 1.732E+03, 1.000E-300, 2.091E-288, 5.854E+04, 2.647E-290, 1.383E+03
 5.806E+11, 7.204E-01, 4.183E+11, 5.199E-277, 1.732E+03, 1.000E-300, 2.065E-288, 5.854E+04, 2.647E-290, 1.383E+03
 5.806E+11, 7.263E-01, 4.217E+11, 5.199E-277, 1.731E+03, 1.000E-300, 2.038E-288, 5.854E+04, 2.647E-290, 1.382E+03
 5.806E+11, 7.322E-01, 4.251E+11, 5.199E-277, 1.716E+03, 1.000E-300, 2.012E-288, 5.854E+04, 2.647E-290, 1.365E+03
 5.806E+11, 7.381E-01, 4.286E+11, 5.199E-277, 1.716E+03, 1.000E-300, 1.985E-288, 5.854E+04, 2.647E-290, 1.365E+03
 5.806E+11, 7.440E-01, 4.320E+11, 5.199E-277, 1.714E+03, 1.000E-300, 1.959E-288, 5.854E+04, 2.647E-290, 1.365E+03
 5.806E+11, 7.499E-01, 4.354E+11, 5.199E-277, 1.713E+03, 1.000E-300, 1.932E-288, 5.854E+04, 2.647E-290, 1.364E+03
 5.806E+11, 7.557E-01, 4.388E+11, 5.199E-277, 1.713E+03, 1.000E-300, 1.906E-288, 5.854E+04, 2.647E-290, 1.364E+03
 5.806E+11, 7.616E-01, 4.422E+11, 5.199E-277, 1.712E+03, 1.000E-300, 1.880E-288, 5.854E+04, 2.647E-290, 1.362E+03
 5.806E+11, 7.675E-01, 4.457E+11, 5.199E-277, 1.710E+03, 1.000E-300, 1.853E-288, 5.854E+04, 2.647E-290, 1.361E+03
 5.806E+11, 7.734E-01, 4.491E+11, 5.199E-277, 1.710E+03, 1.000E-300, 1.827E-288, 5.854E+04, 2.647E-290, 1.361E+03
 5.806E+11, 7.793E-01, 4.525E+11, 5.199E-277, 1.694E+03, 1.000E-300, 1.800E-288, 5.854E+04, 2.647E-290, 1.345E+03
 5.806E+11, 7.852E-01, 4.559E+11, 5.199E-277, 1.694E+03, 1.000E-300, 1.774E-288, 5.854E+04, 2.647E-290, 1.345E+03
 5.806E+11, 7.911E-01, 4.593E+11, 5.199E-277, 1.694E+03, 1.000E-300, 1.747E-288, 5.854E+04, 2.647E-290, 1.345E+03
 5.806E+11, 7.970E-01, 4.628E+11, 5.199E-277, 1.693E+03, 1.000E-300, 1.721E-288, 5.854E+04, 2.647E-290, 1.344E+03
 5.806E+11, 8.029E-01, 4.662E+11, 5.199E-277, 1.692E+03, 1.000E-300, 1.694E-288, 5.854E+04, 2.647E-290, 1.343E+03
 5.806E+11, 8.088E-01, 4.696E+11, 5.199E-277, 1.692E+03, 1.000E-300, 1.668E-288, 5.854E+04, 2.647E-290, 1.343E+03
 5.806E+11, 8.147E-01, 4.730E+11, 5.199E-277, 1.690E+03, 1.000E-300, 1.641E-288, 5.854E+04, 2.647E-290, 1.342E+03
 5.806E+11, 8.206E-01, 4.764E+11, 5.199E-277, 1.674E+03, 1.000E-300, 1.615E-288, 5.854E+04, 2.647E-290, 1.326E+03
 5.806E+11, 8.264E-01, 4.799E+11, 5.199E-277, 1.674E+03, 1.000E-300, 1.588E-288, 5.854E+04, 2.647E-290, 1.326E+03
